Student_ID,School,Grade_Level,Gender,Subject,Teacher,Attendance_Rate,Homework_Score,Midterm_Score,Final_Exam_Score,Overall_Score
S1530,Northview High,SS2,Female,Biology,Mrs. Hassan,72.1,73.3,58.0,35.5,49.8
S1531,Hilltop College,SS3,Female,English,Mr. Bello,81.3,94.1,76.7,95.3,89.5
S1532,Northview High,JSS1,Female,Biology,Mr. Bello,82.6,95.6,51.0,55.4,62.1
S1533,Northview High,JSS1,Female,Mathematics,Mrs. Hassan,84.0,40.5,42.1,89.1,65.3
S1534,Greenfield Academy,JSS3,Female,Mathematics,Mr. Bello,66.7,44.5,86.6,59.3,64.5
S1535,Lakeside School,SS1,Female,Physics,Mr. Ade,75.2,55.0,41.4,60.9,53.9
S1536,Hilltop College,JSS2,Female,Mathematics,Mr. Bello,84.7,80.2,52.6,74.4,69.0
S1537,Greenfield Academy,JSS1,Male,Biology,Mr. Bello,98.8,93.3,90.6,84.2,87.9
S1538,Northview High,SS2,Male,Chemistry,Mrs. Hassan,89.1,67.6,57.5,32.4,47.0
S1539,Lakeside School,JSS3,Male,Chemistry,Mrs. Hassan,96.9,76.4,98.2,71.5,80.5
S1540,Greenfield Academy,JSS2,Female,Physics,Mr. Bello,90.5,51.3,98.7,43.1,61.4
S1541,Lakeside School,JSS3,Female,Economics,Mrs. Okeke,83.7,88.3,52.4,54.2,60.5
S1542,Greenfield Academy,JSS2,Female,Biology,Mrs. Hassan,67.7,98.0,37.7,54.4,58.1
S1543,Lakeside School,JSS2,Female,Biology,Mr. Yusuf,86.7,56.1,80.8,62.8,66.9
S1544,Northview High,SS3,Female,Mathematics,Mr. Yusuf,84.9,69.7,64.3,53.4,59.9
S1545,Hilltop College,JSS1,Female,Biology,Mr. Ade,84.1,45.2,41.5,37.5,40.2
S1546,Northview High,JSS3,Female,English,Mr. Bello,79.6,73.5,81.0,40.2,59.1
S1547,Hilltop College,JSS3,Male,Economics,Mrs. Okeke,81.1,70.2,37.0,32.3,41.3
S1548,Lakeside School,SS3,Female,Mathematics,Mr. Ade,73.4,48.7,91.6,62.9,68.7
S1549,Greenfield Academy,SS2,Male,English,Mr. Bello,80.8,66.5,44.0,96.8,74.9
S1550,Northview High,SS2,Male,Physics,Mrs. Hassan,67.9,60.0,43.3,38.1,44.0
S1551,Hilltop College,JSS1,Female,Chemistry,Mr. Yusuf,92.2,71.3,46.4,96.2,76.3
S1552,Northview High,JSS1,Female,Physics,Mrs. Mensah,67.4,75.1,97.4,81.3,84.9
S1553,Hilltop College,SS1,Male,Chemistry,Mrs. Okeke,63.4,40.5,80.1,74.6,69.4
S1554,Northview High,SS3,Male,Physics,Mrs. Mensah,77.4,85.7,87.1,75.2,80.9
S1555,Hilltop College,SS2,Female,Biology,Mr. Yusuf,86.3,82.8,60.8,87.9,78.8
S1556,Hilltop College,JSS2,Female,English,Mrs. Mensah,77.5,62.0,56.9,37.5,48.2
S1557,Lakeside School,JSS3,Male,Chemistry,Mrs. Hassan,71.1,43.2,50.2,65.3,56.4
S1558,Hilltop College,JSS1,Female,Mathematics,Mr. Bello,82.3,85.3,66.2,78.8,76.3
S1559,Lakeside School,JSS3,Female,English,Mrs. Hassan,73.9,97.3,70.9,71.1,76.3
S1560,Hilltop College,JSS3,Female,Mathematics,Mrs. Mensah,97.3,54.4,76.1,88.3,77.9
S1561,Greenfield Academy,SS1,Male,English,Mrs. Hassan,96.9,59.4,51.7,35.1,44.9
S1562,Greenfield Academy,SS2,Male,English,Mr. Yusuf,80.1,51.0,96.7,78.3,78.4
S1563,Greenfield Academy,JSS1,Male,Physics,Mrs. Okeke,73.1,74.6,46.0,67.4,62.4
S1564,Hilltop College,JSS3,Female,Chemistry,Mrs. Hassan,89.5,49.3,97.8,56.5,67.4
S1565,Lakeside School,JSS1,Female,Chemistry,Mr. Yusuf,61.5,61.4,36.0,53.8,50.0
S1566,Lakeside School,JSS2,Male,English,Mrs. Okeke,79.0,81.8,66.3,73.5,73.0
S1567,Hilltop College,SS1,Male,Biology,Mr. Bello,73.5,73.6,56.7,92.4,77.9
S1568,Greenfield Academy,JSS2,Male,Biology,Mrs. Mensah,96.8,63.2,64.2,64.7,64.2
S1569,Greenfield Academy,JSS1,Female,Mathematics,Mr. Bello,60.5,65.2,72.1,87.7,78.5
S1570,Lakeside School,JSS1,Male,Mathematics,Mr. Ade,82.1,73.7,63.3,58.2,62.8
S1571,Greenfield Academy,SS2,Male,Physics,Mr. Yusuf,89.6,40.4,62.0,37.2,45.3
S1572,Northview High,JSS3,Female,English,Mrs. Okeke,79.4,44.7,82.6,34.3,50.9
S1573,Lakeside School,JSS3,Female,Mathematics,Mrs. Hassan,63.4,92.9,79.6,33.6,59.3
S1574,Greenfield Academy,JSS2,Female,Mathematics,Mr. Bello,98.9,44.7,89.2,56.6,64.0
S1575,Lakeside School,SS1,Male,Economics,Mrs. Okeke,80.7,82.4,51.2,53.6,58.6
S1576,Northview High,SS3,Female,English,Mr. Yusuf,84.6,95.2,74.6,80.3,81.6
S1577,Lakeside School,JSS3,Female,Physics,Mr. Ade,69.5,56.2,73.0,82.0,74.1
S1578,Lakeside School,SS2,Male,Mathematics,Mr. Bello,79.3,62.2,59.0,33.6,46.9
S1579,Lakeside School,JSS2,Female,Physics,Mrs. Mensah,77.2,74.1,66.6,45.5,57.6
S1580,Lakeside School,JSS2,Male,Chemistry,Mrs. Okeke,63.0,92.9,55.4,49.2,59.8
S1581,Northview High,SS3,Male,Physics,Mrs. Mensah,64.2,96.5,44.2,68.3,66.7
S1582,Hilltop College,SS2,Female,Biology,Mrs. Okeke,93.5,84.4,48.9,40.1,51.6
S1583,Lakeside School,SS1,Female,Biology,Mrs. Okeke,69.6,45.2,41.9,39.4,41.3
S1584,Lakeside School,SS2,Female,Physics,Mr. Yusuf,67.8,80.1,79.4,96.1,87.9
S1585,Greenfield Academy,SS1,Female,Biology,Mr. Yusuf,80.2,64.6,77.9,86.3,79.4
S1586,Lakeside School,SS2,Female,Chemistry,Mr. Yusuf,90.7,68.2,96.8,42.6,64.0
S1587,Greenfield Academy,SS2,Female,English,Mrs. Hassan,62.5,42.9,82.4,58.5,62.6
S1588,Hilltop College,JSS1,Male,Biology,Mrs. Okeke,83.1,51.5,38.4,54.9,49.3
S1589,Northview High,JSS2,Male,Biology,Mr. Bello,64.8,87.4,92.5,85.4,87.9
S1590,Northview High,SS2,Female,Physics,Mrs. Mensah,61.5,67.2,91.1,65.7,73.6
S1591,Hilltop College,SS3,Male,Chemistry,Mr. Yusuf,62.1,58.1,63.8,38.9,50.2
S1592,Northview High,SS2,Female,English,Mr. Yusuf,93.4,63.0,73.1,81.7,75.4
S1593,Hilltop College,JSS3,Male,Physics,Mrs. Mensah,64.7,91.3,98.4,57.8,76.7
S1594,Hilltop College,JSS2,Male,Physics,Mrs. Mensah,61.8,84.9,69.6,48.4,62.1
S1595,Hilltop College,JSS3,Male,Economics,Mrs. Okeke,77.5,56.3,93.8,56.3,67.6
S1596,Northview High,JSS2,Female,Chemistry,Mr. Yusuf,93.8,47.1,40.4,64.8,53.9
S1597,Greenfield Academy,JSS3,Male,English,Mrs. Mensah,70.5,55.1,47.4,54.0,52.2
S1598,Hilltop College,SS2,Female,Chemistry,Mrs. Hassan,76.9,95.2,63.6,46.9,61.6
S1599,Lakeside School,SS2,Male,English,Mrs. Hassan,61.6,74.9,73.0,57.9,65.8
S1600,Northview High,JSS1,Male,Chemistry,Mr. Yusuf,78.0,72.0,88.1,31.3,56.5
S1601,Hilltop College,SS3,Male,Physics,Mrs. Mensah,83.1,75.8,99.2,84.1,87.0
S1602,Hilltop College,JSS3,Male,Physics,Mrs. Okeke,82.8,62.0,60.3,42.0,51.5
S1603,Lakeside School,SS1,Male,Mathematics,Mrs. Okeke,73.3,88.4,38.1,33.1,45.7
S1604,Greenfield Academy,JSS1,Female,Biology,Mrs. Okeke,72.6,71.4,87.1,75.8,78.3
S1605,Greenfield Academy,JSS3,Female,Economics,Mr. Ade,64.3,47.0,74.3,84.2,73.8
S1606,Greenfield Academy,JSS3,Male,Chemistry,Mr. Yusuf,74.7,47.7,47.9,87.0,67.4
S1607,Hilltop College,JSS1,Male,Economics,Mrs. Okeke,64.0,72.2,67.2,64.5,66.8
S1608,Hilltop College,SS2,Male,Mathematics,Mrs. Hassan,90.7,96.2,83.3,44.4,66.4
S1609,Hilltop College,JSS3,Male,Biology,Mrs. Mensah,98.7,58.5,85.1,81.6,78.0
S1610,Northview High,SS2,Female,Chemistry,Mr. Bello,98.8,92.2,67.5,79.0,78.2
S1611,Lakeside School,JSS1,Male,English,Mr. Bello,94.6,85.8,54.8,47.2,57.2
S1612,Hilltop College,SS2,Female,Biology,Mrs. Okeke,84.0,54.9,98.3,93.2,87.1
S1613,Lakeside School,JSS2,Male,Physics,Mr. Bello,88.0,42.2,78.1,37.3,50.5
S1614,Lakeside School,SS1,Female,Mathematics,Mr. Bello,71.4,46.1,61.5,98.8,77.1
S1615,Greenfield Academy,JSS3,Male,Biology,Mr. Ade,85.2,83.7,53.2,90.2,77.8
S1616,Northview High,SS3,Male,Biology,Mrs. Hassan,78.2,52.0,82.5,78.2,74.2
S1617,Hilltop College,SS1,Female,Physics,Mrs. Hassan,79.3,62.3,50.7,95.7,75.5
S1618,Greenfield Academy,SS2,Male,Chemistry,Mr. Ade,90.3,70.1,46.2,80.6,68.2
S1619,Greenfield Academy,JSS3,Male,English,Mr. Ade,71.3,83.5,69.4,43.3,59.2
S1620,Hilltop College,SS2,Male,Physics,Mr. Bello,72.7,46.8,53.8,61.0,56.0
S1621,Lakeside School,JSS2,Female,English,Mr. Yusuf,97.0,64.4,75.9,35.0,53.2
S1622,Greenfield Academy,JSS1,Male,Chemistry,Mrs. Mensah,62.2,69.1,42.7,57.3,55.3
S1623,Lakeside School,JSS3,Male,Biology,Mrs. Mensah,79.4,72.4,77.6,81.9,78.7
S1624,Northview High,JSS2,Female,English,Mr. Bello,96.5,89.1,53.4,57.1,62.4
S1625,Lakeside School,JSS2,Female,Mathematics,Mrs. Mensah,84.4,50.3,35.0,53.1,47.1
S1626,Northview High,JSS3,Female,Mathematics,Mr. Ade,81.9,88.5,43.3,71.7,66.5
S1627,Lakeside School,SS2,Male,Physics,Mrs. Hassan,70.0,81.6,95.7,91.1,90.6
S1628,Greenfield Academy,SS3,Male,Chemistry,Mrs. Mensah,73.7,73.4,91.4,33.3,58.8
S1629,Greenfield Academy,JSS2,Male,Physics,Mr. Bello,94.1,82.0,50.2,57.0,60.0
S1630,Northview High,SS1,Female,Physics,Mr. Yusuf,82.4,64.7,85.6,41.1,59.2
S1631,Hilltop College,JSS2,Male,Economics,Mr. Bello,80.6,48.3,74.6,78.7,71.4
S1632,Northview High,SS3,Male,Physics,Mrs. Okeke,64.0,79.9,98.1,37.4,64.1
S1633,Northview High,SS2,Female,Economics,Mr. Bello,60.6,71.5,59.3,76.5,70.3
S1634,Lakeside School,SS2,Female,Mathematics,Mr. Ade,98.5,78.4,79.3,50.0,64.5
S1635,Lakeside School,SS1,Female,Mathematics,Mrs. Hassan,75.1,60.3,39.1,43.9,45.7
S1636,Northview High,JSS2,Female,Physics,Mrs. Hassan,84.1,94.4,60.8,95.5,84.9
S1637,Greenfield Academy,SS2,Female,Mathematics,Mrs. Mensah,63.2,75.2,97.6,31.3,60.0
S1638,Lakeside School,SS3,Male,Chemistry,Mr. Ade,87.3,45.1,70.0,60.6,60.3
S1639,Hilltop College,JSS3,Female,Economics,Mrs. Okeke,97.3,67.0,53.7,31.5,45.3
S1640,Lakeside School,JSS1,Male,Economics,Mr. Ade,83.0,85.4,42.8,63.9,61.9
S1641,Lakeside School,JSS1,Male,Physics,Mr. Bello,65.0,87.6,80.7,65.1,74.3
S1642,Hilltop College,JSS1,Female,Mathematics,Mr. Ade,83.3,69.7,76.9,52.5,63.3
S1643,Northview High,JSS2,Female,English,Mr. Ade,90.7,93.7,59.3,39.3,56.2
S1644,Hilltop College,SS1,Female,Economics,Mrs. Okeke,76.3,56.1,96.8,56.3,68.4
S1645,Northview High,SS2,Male,Physics,Mr. Bello,95.2,64.6,36.4,77.1,62.4
S1646,Northview High,JSS3,Female,Physics,Mr. Yusuf,85.9,93.9,54.7,84.8,77.6
S1647,Northview High,SS3,Female,Chemistry,Mr. Yusuf,96.0,93.8,94.9,67.2,80.8
S1648,Hilltop College,JSS3,Female,Biology,Mrs. Hassan,84.9,81.1,55.9,71.3,68.6
S1649,Northview High,SS3,Female,Biology,Mrs. Mensah,65.3,91.5,51.4,44.0,55.7
S1650,Greenfield Academy,JSS2,Female,Economics,Mr. Ade,72.4,45.3,69.7,50.1,55.0
S1651,Hilltop College,JSS1,Male,Chemistry,Mrs. Hassan,68.1,91.9,88.5,41.3,65.6
S1652,Greenfield Academy,JSS2,Male,Chemistry,Mrs. Okeke,96.4,59.2,41.7,47.5,48.1
S1653,Northview High,SS1,Male,Chemistry,Mr. Yusuf,90.4,50.7,96.3,45.7,61.9
S1654,Lakeside School,SS1,Female,Economics,Mr. Ade,87.1,54.4,86.7,66.4,70.1
S1655,Northview High,SS3,Female,Biology,Mrs. Okeke,72.0,65.1,46.8,69.4,61.8
S1656,Greenfield Academy,SS2,Female,Chemistry,Mrs. Mensah,67.4,55.1,81.3,96.1,83.5
S1657,Greenfield Academy,SS2,Male,Mathematics,Mrs. Okeke,90.3,59.2,60.0,43.7,51.7
S1658,Hilltop College,SS3,Female,Physics,Mr. Ade,79.0,48.1,61.1,74.9,65.4
S1659,Lakeside School,SS1,Female,Physics,Mrs. Mensah,69.0,57.8,85.9,87.2,80.9
S1660,Hilltop College,SS1,Female,English,Mrs. Okeke,84.7,74.3,97.6,69.2,78.7
S1661,Greenfield Academy,SS1,Male,English,Mrs. Mensah,61.6,66.5,43.2,47.9,50.2
S1662,Northview High,JSS2,Female,Economics,Mr. Ade,73.0,60.8,62.3,48.4,55.0
S1663,Lakeside School,SS1,Male,Economics,Mr. Ade,78.7,84.8,66.3,32.7,53.2
S1664,Northview High,JSS3,Female,Physics,Mrs. Mensah,65.9,93.6,59.5,51.4,62.3
S1665,Northview High,JSS1,Male,Mathematics,Mr. Bello,99.4,85.4,58.6,82.1,75.7
S1666,Lakeside School,SS1,Male,Biology,Mrs. Hassan,68.4,59.9,38.4,33.3,40.2
S1667,Hilltop College,SS3,Male,Biology,Mrs. Okeke,65.2,84.7,79.6,45.4,63.5
S1668,Northview High,JSS1,Female,Economics,Mrs. Okeke,68.1,49.1,63.4,79.4,68.5
S1669,Greenfield Academy,JSS2,Female,Mathematics,Mr. Bello,90.8,47.8,47.7,84.8,66.3
S1670,Northview High,SS3,Male,Economics,Mr. Bello,77.0,60.7,88.0,61.9,69.5
S1671,Lakeside School,JSS1,Male,Biology,Mr. Bello,82.6,88.5,87.2,78.9,83.3
S1672,Lakeside School,SS3,Female,Economics,Mr. Yusuf,60.8,54.8,66.6,57.2,59.5
S1673,Lakeside School,JSS2,Female,Chemistry,Mr. Yusuf,61.4,43.8,54.4,41.2,45.7
S1674,Hilltop College,JSS3,Male,Economics,Mrs. Mensah,77.8,47.9,76.5,57.9,61.5
S1675,Northview High,JSS2,Female,Physics,Mr. Yusuf,92.7,91.5,53.7,70.6,69.7
S1676,Hilltop College,JSS2,Female,Economics,Mr. Ade,95.4,78.0,50.3,96.4,78.9
S1677,Hilltop College,SS3,Female,Physics,Mrs. Mensah,63.5,55.2,82.5,34.8,53.2
S1678,Lakeside School,SS2,Female,Mathematics,Mrs. Okeke,81.5,73.3,37.6,65.5,58.7
S1679,Lakeside School,SS1,Male,Biology,Mrs. Hassan,96.5,71.7,41.2,53.0,53.2
S1680,Hilltop College,SS1,Female,English,Mr. Ade,75.5,79.3,35.4,65.6,59.3
S1681,Northview High,JSS3,Female,English,Mrs. Okeke,93.2,54.0,44.9,31.7,40.1
S1682,Greenfield Academy,JSS3,Male,Biology,Mrs. Okeke,65.3,91.9,39.5,51.9,56.2
S1683,Hilltop College,SS1,Male,English,Mrs. Mensah,97.4,58.6,99.7,87.4,85.3
S1684,Northview High,SS2,Female,Economics,Mr. Bello,90.1,81.6,53.8,68.8,66.9
S1685,Lakeside School,SS1,Female,Mathematics,Mr. Bello,97.7,41.0,44.7,61.5,52.4
S1686,Lakeside School,SS2,Female,Mathematics,Mr. Ade,87.1,62.4,50.7,50.0,52.7
S1687,Northview High,JSS3,Female,Biology,Mr. Bello,74.5,61.1,95.8,50.9,66.4
S1688,Greenfield Academy,JSS1,Male,English,Mrs. Okeke,97.5,72.6,68.8,56.8,63.6
S1689,Lakeside School,SS3,Male,Economics,Mr. Bello,71.0,44.4,58.7,88.5,70.7
S1690,Lakeside School,JSS3,Male,Mathematics,Mr. Yusuf,73.3,87.4,91.8,97.7,93.9
S1691,Lakeside School,JSS3,Female,Mathematics,Mr. Bello,88.0,53.1,60.7,60.7,59.2
S1692,Northview High,JSS2,Female,Chemistry,Mrs. Okeke,90.6,80.6,56.8,57.5,61.9
S1693,Hilltop College,JSS2,Female,Chemistry,Mrs. Mensah,97.2,88.2,48.5,89.3,76.8
S1694,Lakeside School,JSS2,Female,Mathematics,Mr. Ade,68.2,73.7,59.6,59.9,62.6
S1695,Hilltop College,SS3,Male,Biology,Mrs. Hassan,91.9,84.5,55.6,68.6,67.9
S1696,Greenfield Academy,JSS2,Male,Physics,Mr. Bello,89.5,79.7,79.0,46.2,62.7
S1697,Lakeside School,SS2,Female,Physics,Mrs. Okeke,62.6,61.3,53.8,82.0,69.4
S1698,Lakeside School,SS1,Male,Economics,Mrs. Hassan,75.5,88.5,72.5,67.2,73.1
S1699,Greenfield Academy,JSS1,Female,Mathematics,Mrs. Hassan,71.3,57.7,39.3,86.6,66.6
S1700,Lakeside School,JSS3,Female,Mathematics,Mr. Yusuf,72.2,74.3,47.4,84.7,71.4
S1701,Hilltop College,SS2,Male,Mathematics,Mrs. Hassan,99.3,84.7,61.5,45.1,57.9
S1702,Northview High,JSS1,Female,Biology,Mrs. Mensah,85.7,62.7,95.9,80.1,81.4
S1703,Hilltop College,SS2,Female,Chemistry,Mrs. Okeke,88.7,58.2,59.5,86.0,72.5
S1704,Northview High,SS2,Male,Mathematics,Mrs. Okeke,99.1,67.6,78.2,54.2,64.1
S1705,Northview High,JSS3,Female,Mathematics,Mr. Bello,75.1,89.1,51.6,42.1,54.4
S1706,Hilltop College,SS1,Female,English,Mr. Bello,92.1,95.8,43.3,30.2,47.2
S1707,Hilltop College,JSS2,Male,Biology,Mr. Bello,77.4,72.7,38.8,61.6,57.0
S1708,Hilltop College,SS3,Female,Economics,Mrs. Mensah,94.8,79.7,54.9,54.7,59.8
S1709,Hilltop College,SS1,Male,Mathematics,Mrs. Hassan,67.2,94.2,45.2,68.8,66.8
S1710,Greenfield Academy,SS3,Female,English,Mrs. Hassan,97.9,45.9,46.3,43.2,44.7
S1711,Lakeside School,JSS3,Male,Physics,Mr. Yusuf,68.8,53.9,84.4,90.2,81.2
S1712,Northview High,JSS3,Male,Economics,Mrs. Mensah,73.0,82.5,36.0,48.0,51.3
S1713,Hilltop College,JSS3,Male,Mathematics,Mr. Bello,90.2,89.4,71.3,45.9,62.2
S1714,Hilltop College,JSS1,Female,Mathematics,Mr. Ade,75.8,91.4,59.7,63.6,68.0
S1715,Hilltop College,SS3,Male,English,Mr. Yusuf,84.3,64.9,67.9,64.9,65.8
S1716,Greenfield Academy,SS1,Male,Biology,Mr. Ade,77.8,45.4,71.6,45.1,53.1
S1717,Hilltop College,SS1,Male,Mathematics,Mrs. Hassan,89.7,66.3,55.4,49.0,54.4
S1718,Hilltop College,SS2,Male,Physics,Mr. Yusuf,69.1,53.8,54.2,41.9,48.0
S1719,Hilltop College,SS2,Male,Mathematics,Mr. Yusuf,62.3,57.5,82.7,80.3,76.5
S1720,Lakeside School,SS2,Female,Physics,Mrs. Okeke,72.0,86.3,91.6,83.9,86.7
S1721,Greenfield Academy,JSS3,Female,Economics,Mrs. Hassan,79.0,44.5,47.5,62.4,54.4
S1722,Hilltop College,SS1,Female,Economics,Mrs. Hassan,66.7,89.7,41.3,80.0,70.3
S1723,Northview High,SS3,Female,Chemistry,Mrs. Mensah,74.2,65.7,93.4,81.5,81.9
S1724,Northview High,JSS3,Female,Chemistry,Mr. Yusuf,76.0,75.8,57.7,39.7,52.3
S1725,Northview High,JSS1,Female,Physics,Mrs. Hassan,62.3,45.4,70.8,97.6,79.1
S1726,Greenfield Academy,SS2,Female,Biology,Mr. Yusuf,83.3,60.2,58.4,87.5,73.3
S1727,Greenfield Academy,JSS3,Male,Mathematics,Mrs. Mensah,95.4,45.4,43.2,44.3,44.2
S1728,Northview High,JSS3,Female,Mathematics,Mrs. Mensah,66.1,97.7,73.3,43.0,63.0
S1729,Hilltop College,JSS1,Male,Chemistry,Mrs. Okeke,83.9,88.4,69.1,38.8,57.8
S1730,Greenfield Academy,JSS2,Male,Physics,Mr. Yusuf,86.6,67.6,48.2,39.7,47.8
S1731,Northview High,SS1,Female,Mathematics,Mrs. Hassan,76.8,53.4,64.4,82.4,71.2
S1732,Northview High,SS3,Male,Mathematics,Mrs. Hassan,88.0,96.0,86.8,62.9,76.7
S1733,Hilltop College,JSS2,Male,Biology,Mr. Yusuf,76.4,60.7,73.4,84.8,76.6
S1734,Lakeside School,SS2,Male,English,Mr. Yusuf,80.2,49.7,41.3,82.2,63.4
S1735,Greenfield Academy,JSS3,Male,Chemistry,Mr. Yusuf,60.3,73.8,70.6,72.3,72.1
S1736,Hilltop College,JSS1,Female,Chemistry,Mr. Bello,87.7,96.6,80.7,78.0,82.5
S1737,Northview High,JSS1,Female,English,Mrs. Hassan,86.5,40.2,86.5,31.3,49.6
S1738,Northview High,SS1,Female,Mathematics,Mrs. Mensah,61.5,54.3,75.9,51.8,59.5
S1739,Hilltop College,JSS2,Female,Biology,Mrs. Hassan,74.7,96.3,44.9,74.6,70.0
S1740,Greenfield Academy,SS1,Female,Biology,Mr. Bello,99.2,50.3,81.2,30.7,49.8
S1741,Lakeside School,JSS3,Female,Chemistry,Mr. Yusuf,76.8,46.8,79.0,32.3,49.2
S1742,Lakeside School,SS1,Female,Biology,Mrs. Okeke,80.1,74.2,36.6,89.6,70.6
S1743,Northview High,SS3,Female,Economics,Mr. Yusuf,96.4,91.7,61.8,77.9,75.8
S1744,Greenfield Academy,JSS1,Female,English,Mr. Yusuf,88.7,68.6,56.6,48.6,55.0
S1745,Lakeside School,JSS1,Female,Mathematics,Mr. Bello,83.3,99.7,78.5,78.2,82.6
S1746,Greenfield Academy,SS2,Male,Economics,Mrs. Hassan,91.9,80.8,49.0,85.5,73.6
S1747,Greenfield Academy,SS2,Female,English,Mr. Yusuf,94.6,44.4,73.4,51.5,56.6
S1748,Northview High,JSS3,Male,Physics,Mrs. Hassan,78.3,99.6,94.4,32.5,64.5
S1749,Lakeside School,SS3,Male,Chemistry,Mr. Ade,79.0,64.5,86.9,95.3,86.6
S1750,Hilltop College,JSS2,Male,Biology,Mrs. Mensah,75.4,57.2,94.9,54.2,67.0
S1751,Northview High,SS1,Male,Physics,Mrs. Hassan,98.7,73.5,98.6,37.5,63.0
S1752,Lakeside School,JSS3,Female,Biology,Mrs. Okeke,87.9,58.3,35.7,64.4,54.6
S1753,Lakeside School,SS2,Male,Economics,Mrs. Mensah,63.3,45.2,75.5,83.8,73.6
S1754,Lakeside School,SS1,Female,Mathematics,Mrs. Okeke,94.5,40.1,61.8,45.5,49.3
S1755,Lakeside School,SS2,Female,Mathematics,Mr. Yusuf,79.2,67.0,90.9,48.9,65.1
S1756,Lakeside School,SS1,Male,Mathematics,Mrs. Mensah,62.8,90.2,51.4,47.0,57.0
S1757,Greenfield Academy,JSS2,Female,Biology,Mrs. Hassan,82.0,74.3,98.8,99.4,94.2
S1758,Northview High,JSS3,Male,Physics,Mrs. Mensah,76.7,100.0,74.9,43.8,64.4
S1759,Greenfield Academy,SS1,Male,Mathematics,Mr. Yusuf,95.1,57.2,86.6,70.3,72.6
S1760,Hilltop College,SS3,Female,Physics,Mr. Bello,68.2,56.8,40.6,94.8,70.9
S1761,Lakeside School,JSS1,Female,Biology,Mrs. Okeke,93.1,49.6,46.9,40.3,44.1
S1762,Northview High,SS3,Male,Economics,Mr. Yusuf,82.3,49.8,84.3,98.0,84.2
S1763,Lakeside School,SS3,Female,Physics,Mr. Bello,62.2,57.1,36.4,96.3,70.5
S1764,Northview High,JSS1,Female,Economics,Mrs. Mensah,98.9,87.6,88.1,91.9,89.9
S1765,Greenfield Academy,SS3,Female,Biology,Mrs. Mensah,80.5,94.3,35.9,45.0,52.1
S1766,Northview High,SS1,Male,Biology,Mr. Yusuf,71.6,98.5,77.7,74.4,80.2
S1767,Hilltop College,SS1,Male,Chemistry,Mrs. Hassan,78.8,53.9,58.7,83.3,70.0
S1768,Hilltop College,SS1,Female,Biology,Mrs. Mensah,94.3,92.9,74.7,99.0,90.5
S1769,Northview High,JSS1,Female,Biology,Mrs. Hassan,72.2,59.7,80.2,42.6,57.3
S1770,Northview High,SS3,Female,English,Mrs. Hassan,67.7,46.8,57.3,83.6,68.4
S1771,Northview High,JSS1,Female,Mathematics,Mrs. Hassan,65.2,92.2,42.0,53.7,57.9
S1772,Northview High,SS1,Female,Chemistry,Mr. Ade,71.9,78.2,39.5,42.3,48.6
S1773,Hilltop College,SS3,Male,Chemistry,Mr. Bello,91.2,49.9,73.3,59.5,61.7
S1774,Lakeside School,SS3,Female,Chemistry,Mr. Bello,78.9,65.8,68.8,85.6,76.6
S1775,Northview High,SS2,Male,English,Mrs. Mensah,69.1,57.2,83.2,62.5,67.6
S1776,Northview High,SS2,Female,Economics,Mrs. Mensah,66.6,84.2,68.1,67.6,71.1
S1777,Hilltop College,JSS2,Male,Biology,Mrs. Hassan,73.3,67.2,62.5,99.7,82.0
S1778,Hilltop College,JSS3,Female,Mathematics,Mr. Ade,97.6,99.4,60.9,57.9,67.1
S1779,Greenfield Academy,SS2,Male,Physics,Mrs. Hassan,73.7,43.3,36.7,73.1,56.2
S1780,Northview High,JSS1,Female,Economics,Mr. Ade,99.5,61.3,56.8,55.6,57.1
S1781,Greenfield Academy,SS2,Male,Biology,Mrs. Hassan,79.4,68.9,98.4,57.5,72.0
S1782,Hilltop College,JSS2,Male,English,Mrs. Okeke,67.2,70.2,91.8,78.7,80.9
S1783,Hilltop College,SS3,Male,Biology,Mrs. Okeke,95.6,59.0,56.4,95.7,76.6
S1784,Lakeside School,JSS2,Male,Biology,Mr. Yusuf,78.4,83.8,73.2,68.0,72.7
S1785,Northview High,SS3,Male,English,Mrs. Hassan,88.4,92.5,90.1,83.8,87.4
S1786,Greenfield Academy,SS3,Male,Chemistry,Mrs. Mensah,99.3,96.3,63.7,36.2,56.5
S1787,Hilltop College,JSS3,Female,Chemistry,Mr. Bello,62.0,88.3,36.2,44.8,50.9
S1788,Hilltop College,SS2,Male,Mathematics,Mr. Yusuf,63.9,91.0,39.8,65.1,62.7
S1789,Greenfield Academy,JSS1,Female,Mathematics,Mrs. Mensah,88.8,73.0,68.2,31.4,50.8
S1790,Lakeside School,JSS1,Female,Chemistry,Mrs. Okeke,71.3,89.6,98.0,47.7,71.2
S1791,Hilltop College,SS1,Female,Economics,Mrs. Hassan,67.4,58.2,80.1,66.2,68.8
S1792,Northview High,SS3,Female,Physics,Mr. Yusuf,61.6,63.9,39.6,31.0,40.2
S1793,Hilltop College,JSS1,Female,Biology,Mrs. Hassan,60.9,59.0,47.3,48.5,50.2
S1794,Northview High,JSS3,Male,Physics,Mrs. Okeke,91.0,68.0,85.1,66.0,72.1
S1795,Greenfield Academy,SS3,Male,Biology,Mr. Yusuf,65.4,57.1,89.7,70.1,73.4
